ID,review,label
315,esko bahduri nashanay bazi ma mahrat kah rd ay ha aur insani jan ka itna bara risk ni lana chaheya gharor to khuda ko bi pasand ni ha dakh k afsos huwa agar nasha chok jata to?,Negative
316,Ly hahaha. Sath e abu p ilzaam ,Negative
317,Tu laakh chale ri gori tham tham k& Film Gumnaam ke is geet ke bad aik aur maqbool tareen geet Iqbal Bano ki awaaz se jawidaan hua,Positive
318,Sir Farhad ka paper bs na puchOo... ,Negative
319,"Mukhtasir dauraniye ki cricket mein Shahid Afridi ki aalmi maqboliyat ka aik sabot guzishta dino us waqt saamne aaya, jab Bangladesh premier league mein sab se barhi boli inhi ke liye di gai",Positive
320,Saray morning shows bann honay chahiye,Negative
321,Allah Meri behan ko ulad ata kary Ameen,Positive
322,billo g ap sohni bohat h,Positive
323,Desigen nahi soch badly,Positive
324,Tumari nai ho sakti .... tum marti bhot ho .. shadi k baad b maar do gi,Negative
325,Or thora sa samjh lo siyasat phir baat karo,Negative
326,Parhy likhy jahil* ,Negative
327,khamoosh warna tm bhi is fitny sy bach na pao gy 😂,Negative
328,Allah nazia KO jannat ka allaw muqaam atta farmaey,Positive
329,asar wazeefay k sath insan k yaqeen me bhi hota hai,Positive
330,lanat you dont have proper batsman thats the issue,Negative
331,ameen han sana no extravagence,Positive
332,Maa sadko,Positive
333,In ki shuru ke salon ki gaeyki tasawwuf ke peyghamat se bharpor rahi,Positive
334,Great,Positive
335,ALLAH karay mjy b yakeen oar dehaan vali tasbeeh naseeb ho jayay jo idr parhain oar udr asar hoHazrat duaown ke darkhawst hai kch masail hain aafiyat k saath hal ho jayain oar amaal ka yakeen oar pabandi naseeb ho jayay,Positive
336,Ye wohi bat hogai k shareef wo jise mauqa nahi mila :p :D,Negative
337,Haron choti gari waly side hoja lolz,Negative
338,Allah pak ap ko lambi aur barkat wali zindgi atta farmay. Ameen summa Ameen,Positive
339,Wah behtareen ho buhoth khub Haseen or Nayab ho,Positive
340,Lanat is kanjar py,Negative
341,Shahbaz Sharif nay dhai saal kay doran aqraba perwari aur sifarish kay khilaf bhi numaya karkardagi dekhaya,Positive
342,kitni dafa assambly main 5 saal main gae jo awam k bill pas karnay ki baat kar rahe ho,Negative
343,"pointer pointer hota hai usko jitna marzi dereference kro kch ni hota :3

pagal pagal hota hai usko or jitna marzi pagal kro kch ni hota :D",Negative
344,Khail ka talent un mein shooru se hi maujood tha aur achchey khelaryon mein shoomar keye jate they,Positive
345,Ghar ko aag lagay gee ghar k charaag say.,Negative
346,Banda kahay sir pe rakh kar naacho sarak ko ley kar jo Nawaz Sharif ne banai hai,Negative
347,Allah sab ki duain qabol farmain,Positive
348, Ghulam Ishaq Khan jabri retirement ke bad Peshwar mein gosh nashen ho gaye ow do saal musalsal bemar rahe,Negative
349,Sae khel gya bc ,Negative
350,Hahahahahahahahaha chalo chalo naiki aur pooch pooch 😂😂,Positive
351,Nice episode.Good job done by Samina ahmed and Tabish.Or acting b bht good ki sub ny.Bilo anti ny to game e change kr di sari. And DJ b sporting role play kr raha h 4 Jia and Arsal.And Jamal Khan ki gherat jag gye h.Hahahaha,Positive
352,uncle wo namaz prh raha ha ,Positive
353,Immidiatly kick out Aqib javed. He is a big fraud.,Negative
354,Murshid da dedar bahoo sanu lakh croran hajjan,Positive
355, Lekin ab lag raha hai ke jamat e islami ke 75 sala Ameer Maulana Mutee ur Rehman Nizami samait aik darjan se zaiyd aeham siyasi karkuno ko phansi ki saza suna kar Bangladesh ko danista taur par tabahi ki janib dhakela ja raha hai,Negative
356,Pila kr zehr Vo hans k boly ,Negative
357,Bardasht Buzdili Nahi Balkyn Bardasht Zindagi Ki Aik Aham Aosol Hein,Positive
358," Jarihana andaaz se khelne wale khiladi to duniya mein beshumar hain, magar Afridi ki baat he kuch aur hai",Positive
359,Motuuu mjhe bhi bhej mai bhi jag luga,Positive
360,Ye hammari khush nasebi ha k hum ko peer Saab ki rahnumai mili Allah paak peer Saab ko darazi e umer bilkhair ata kry (ameen),Positive
361,"Question : Ghar walon ki taraf se beron e mulk hone wale tournaments mein shirkat ke hawale se kitni support hai?Nasir Iqbal : Is waqat to tamam tar support ghar walon ki taraf se hi hai, won a sirf hum par mehnat kar rahe",Positive
362,"Masajid aur imam bargahon mein namaziyon par goliyan, bomb hamla waghairah qatal o gharat ki inteha kar di jati hai, jis par Inayat Hussain Bhatti ne barwaqat qayam e aman ke leye aik jamat banai jis ka naam Almi aman conference rakha gaya",Positive
363,Kya baat hey Hazrat Hakeem Sahab key,Positive
364,Is doran bhi khubsorat kaam kiya,Positive
365,hahahha,Negative
366,"Agar yeh kaha jae ke Wasim Akram un logon ke liye hausle ki misaal hain, jo apni bemari ki wajah se mayoos ho jate hain, to ghalat na hoga",Positive
367,"sir hm naliq log ghro main aram kr rahy hain. ap baqi logo k comments parh kr phir ghusa karin. ap batain bajat pesh hony sy pehly up-gradation k case ko bilcul highlight nhi kia gia, go. Govt. ny phir bhi nhi krna tha. ap logo ny salaries barwany k liy zore lagaya hakoomat ny nhi barai hamin ap logo sy gila nhi hai. laken tamam maslo ko km is km highlight to karin.",Negative
368,Unho ne to parhaya pr humy na Aya,Negative
369,yar Arsal ko zyada pyar dekhaya hai jiya ke sath in 2 episode mai aur woh jiya abhi bhi Shery ke sath ha.phele kinza Irritate karti thi ab shery karta hai.Arsal ki Acting5 Star hai..,Positive
370,Kitna acha bhai hai kehta me daant kha lun ga ap tension na lo,Positive
371,In ki maujodgi se hamesha mukhalif team par aik khauff sa taari rehta hai,Positive
372,Meri to zindgi in py Qurban,Positive
373, hain tu bhtt per najany kahan agwa hogaye  mention ur friends ,Negative
374,Sana Butt Should i tag your mama? 😂,Positive
375, Donon sathi zakhmi bhi the aur Lalak Jan ka bayan bazo goli lagne se nakarah ho chuka tha,Negative
376,What about peshawer metro cost?when you point finger to others three of your fingers were being pointed towards you.What about billion tree tsunami and mines in kpk which are being leased to Jahangir tareen and Asad umar and senate election which Imran himself confessed that pti MPAs were sold.,Positive
377,Uni pohanch kr badshah salamat ko maloom huwa k SENTEC kal hai aur aap circuit designing ki team k leader bhi hain.,Positive
378,"Meine yehee Maximus ki HID do baar pehlay khareedi hui hain, aur kasam se, dono ka experience bohat hee acha tha. Bohat tez aur mazedar HIDs theen yeh aur aisi tez HID lights to meine dekhee bhee nai pehlay.

Choaty se gaoun se taluq hai mera, yaha jo bhee hID hotee hain, 400 watt ki keh kar bechte hain , lekin hotee kuch 20 watt ki hain, lekin yeh maximus ki waqai mein 200 watt ki lagtee hai kiunkay bohat bright hai yeh. Mera car modification ka kaam hai aur meray customers ko yeh HID bohat pasand hai. mashaAllah se thoray se customers ne request kee hai inko yehee wali HID chayiey.

Sath mein 6 maheenay ki warranty bhee hai, jo meine inko dee hui hai aur unki taraf se bhee kissi tarhan ki complain nai ayee. 6000 lumen hain ismein tou light kuch zyada hee blinding aur tez hai aur issi light ka hee sahee maza hai jab road pe lekay ghumein :D
",Positive
379,Kal Banks Me Public Dealing Nahi Hogi ,Negative
380,Buahaa Ap ho  kitni mar khaty mujhse,Negative
381,mera aik vote is aunty ko or dosra gourmey wli aunty ko ,Negative
382,PTI 2018 MEIN WIN KAR TI HEY TU SHAH MEHMOOD QURESHI PM BANIEN GE.,Negative
383,"Agarcha in ki kuch films ko nakami ka bhi saamna karna parha hai, lekin is se Sylvester Stallone ke career par negative asar nahi parha",Positive
384,Pimple hain face par phr wo neshan chor jate hain uska kuch,Negative
385,Haha sakth londa hai yeai bol raha hoon,Negative
386,Bilquis Edhi ki karkardagi ka dairah is qadar wasi hai ke mukhtasir alfaz mein jis ka ahata mumkin nahi.,Positive
387,Har muqable mein hissa lene ke bad har athlete ko aik doctor dekhne aata tha aur usse check karta tha jab ke dosri saholaten is ke elawa thein,Positive
388,Yarrrrrrrrrrrrr tm log sath kia krta.... Mari shkl dakhty khud b asa dant nikal nikal kr logon ki chuglyan krta,Negative
389,Pump sirf hot horaha hai lakin moter nhi chal rahi,Negative
390,Tera yh hal haina jbi tu rdy na hoe ,Positive
391,kyun ke wo aksar tezi se ghomti hui balls se apni nakaam bating ki talafi kar lete hain,Negative
392,Q K Shakhs To Mar Jata Hy Par Shakhsiat Hamesha Zinda Rehti Hy ,Positive
393,meri taraf se bohat shukriya.. :p,Positive
394,Kuta insan khuda barbad kare is ko,Negative
395,bht acha hai product,Positive
396,aunty ko mri trf se thanku bol dena with kissy,Positive
397,Ye itni khubsurat masjid kha h,Positive
398,"Isi film ko bad mein Italian Stallion ke naam se release kiya gaya, jis ne bohat maqboliyat hasil ki",Positive
399,ya Allah rihai naseeb farma ameen,Positive
400,Haseen dost abtuo raat bhi achi khasi ho chali hay,Positive
401,App tehreek e Pakistan ke sar garam rukun rahe,Positive
402,London tu Imran khan bhi jata hy bacho sy aur purani bivi sy milnye,Negative
403,r sath gossips b krtay Han ....always ready for this 😅😅,Negative
404,Dhoka ha ye site plx mat Len ink products fraud ha sarasur,Negative
405,aap sarkon pe reh ke khush hu..,Negative
406,Ban sahir lodhi show,Negative
407,Mukhtalif Jamato Ki Janib Se Rangers K Haq Me Muzahire ,Positive
408,han mai bandari to bandar,Negative
409,"Mein iski fabric aur fitting se kaafi mutmaeen hoon kiunkay jitna comfortable is ka fabric hai, uska double impact user per parhta hai. Bilkul aik body shaper ki tarhan kaam karta hai aur slim fitting wali shirts ba-asani pehn sakta hoon ab :)",Positive
410,Jab audience aik artist ko apne saamne stage par tann tanha… Urdu aur English adab ke shey paron ko parhte hue sunte hain to in par kaif o masti ka aisa aalam taari ho jata hai Jis ki lazzat se wo pehle na aashna the,Positive
411,Kute ka bacha ghaddar harami haqani,Negative
412,"Ghar janib dari se dekha jaye to mazi mein Pakistan mein insani hoqoq ki sorat e haal qabill e tariff nahi rahi, insani hoqoq ki pamali ki sorat mein khawateen ziyadah mutasir hoein",Negative
413,ye ramadan ka special drama hai Eid ke Dosre din tak khatam hojai ga...mujhe bhi buhat pasand hai,Positive
414,N League + PPP + Fazlul Rehman + Anp + Mqm + Jamat e Islami K Supporter sy Request Ha Is Post Ko Share Kary Warna Dramy Band Kary,Negative
415,ke mera khayal hai ke khuwateen ko shikayatein karna band kar dena chahiye.,Negative
416,Is ke bachay Phir is ko lanat dain gy ,Negative
417,Jani imran vote lena k liya ya logoon ko dekhana k liya kaam nahin karta wo aysa kaam karta ha jis main end of the day mulk ka koi faida ho aur isi main mulk ka faida ha,Positive
418,Bohat umda ,Positive
419,apni missal pesh karta hunk e agar beron e mulk hone wale shirkat ke leye mujhe sirf tickets bhi mil jayein to main bohat jald ranking behtar karte howae top ten khilariyon mein aasakta hun,Positive
420,Bohot tiet drmae hai yarbohot maza aya aur kia title song hai..... Miss raju rocket drama.....,Positive
421,Allah salamat rakay ap ko deen ki hidmat kartay howay ameen,Positive
422,"Main rozana inhi kapron mein hota hun, albata joton ke mamle mein meri makhsos pasand hai, wo aramdah hun aur mere peeron ke size se kuch bare hun, jahan tak jeans ki baat hai main ne phichle panch saalon se koi jeans nahi kharidi",Positive
423,Main ne ye 2 kharidi thi bazar se 50 ki aik aur takreeban 2 saal chali phir gum gai lekin daraz pe bohot ziada qeemat hai thats y ratin it low????,Negative
424,Bilkul Meri Trahha M m he Usy Bhi Log Moj Masti K Bad Tanha Chor Jaty Hain,Negative
425,ALLAH ka inaam hei orat ko buhat bardash de hei ...,Positive
426,"Is ke bawajood na sirf yeh ke inho ne apne khel ko mutassir nahi hone diya, bal ke wo apni fitness barqarar rakh kar amlan diabetes ko ab tak shikast dete aa rahe hain",Positive
427,Ab Sirf Rs 1949 Mahana per hasil karein wo bhee WARRANTY ka sath ,Positive
428,abhi tou bht zulm sehna hai :'),Negative
429,Torkham se Karachi tak truck drivers ka safar un ki awaaz ke sath hota hai,Positive
430,Lemon ki smell ati ha. Acha perfume ha. 21-2200 ma mil jata ha market se. Lekin oud al Junaid is price ma kafi acha ha is se.,Positive
431,purana coat nai tha?,Negative
432,koi nae ye rakh lega apne pas tu bus khush reh ,Positive
433,Achha krti ho,Positive
434, Footh path par apni zindagi ka akhtamam kiya,Negative
435,to gussy main kapre e mujhe de ti thi k ja ab mujhe wapas mat karna :D,Negative
436,Main n y daraz.pk s lya tha 4 days k bad or y sandisk ka original sdcard hai speed bhi ala hai or 100% original or box packed tha ise main use kr rha hun kafi ala hai is ki write or read speed sd cards s ziada hai is ki sub s achi bat k y mobile ki performance ko tez kr deta hai main n samsung ki website s pocha tha original sdcard k bare main lekn pakistan main original card samsung k nhi ate kiunke samsung k hr card pr read or write speed lki honi chahhye jo nhi lkhi hoti or agr card ki packing k oper u3 likha hai to card pr bhi u3 hi likha hona chahye jo k nhi lkha hota or microsdhc k oper tm ka logo hona chahye jo k nhi hota,Positive
437,Hahaha thank you g ,Positive
438,Aunty itna kiun machal rahi hain,Negative
439,apni makhsoos tarz mein tarannum se parhi aur logon ne in ke har misrey ka sath diya,Positive
440,Mera bs chaly to isse drama se hi bahar kr dun churail kahin ki,Negative
441,Mera Roza hai :-D Or main roza rakh k jhoot nae bolta :v :v :V :V :V :V :V,Positive
442,Teesra Toot Ke Karli gud nite ,Negative
443,MashaAllah,Positive
444, 1948 mein karachi mein Peoples Party ki bunyad Bacha Khan ne rakhi lakin iss se pashter ke iss nauzaidah jamat ka dhancah khara hota June 1948 mein griftar ker liye gaye,Negative
445,imran khan is the best and the great leader zindabad imran khan is the gud person,Positive
446,"Mini screen ke junior artist se le kar global icon banne tak unhon ne har shobe mein shuhrat aur kamyabi hasil ki, chahe wo koi stage show ho ya film, press conference ho ya kisi benul qawami university mein ki jane wali taqrir",Positive
447,Ghotki Dharki Main Functional League Kay Hamiyon Say Jhagra Azad Umeedwar Janbahaq,Negative
448,"Intehai sharmnak video,",Negative
449,Hahah wai I owe a special thankyou party to uncle n aunty then 😜,Positive
450,Haha pgl choty bhaie wali zyada faidy m hoty sb set hoa va milta jithani g 😂,Positive
451,Aap ki bayan se dil taza ho jata hai?Allah aap ko umar darazi farmaye....aamin,Positive
452,Nahaney Per Pabandi Aid ,Negative
453,Asooloon p soda na krna ... Pakistani idaron ki mazboobi aur khushhaali ki illamat hay. Self made qanoon poori qoam ki barbadi hy. Theme k baad thesis mn hero ka name batain. Pakarmy in each field/ task winner,Positive
454, November 1986 mein Newzi Land ke Roos Norman ne woh karnama anjam deya jis mein guzashta panch sal sey bzayada arsa mein har aik nakam raha tha Norman kai martaba Jahangir sey shikast kha rahe they lakin 1986 ke world open final mein Squash ki dunia ka azeem tareen khelari zair ho hi gaya,Positive
455,Terian tak ky adavaan my Mureed ho gia,Positive
456,Taqreb mein Inayat Hussain Bhatti ne Naat parhi Baba Ji A Chishti ne phechan leya ke ye nojawan apne awaz ke sehar se soz o gudaz ke lashkar se insani qlab o izhan ko musakhar kar sakta hai aur unhon ne Inayat Hussain Bhatti ko apni film “Phere” mein gana gane ke leye kaha,Positive
457,Sachi khabees orat tu...!,Negative
458,Ac baat nh h tum badal gaye ho,Negative
459,Log kitne behas hai sub dhek dekh j jarahe hain,Negative
460,Road he dikhai dety hain is awam ko ab banda kya khy bat phr wo he ha. ,Negative
461,ro chora ro,Negative
462,Hahhahhahah 😂😂,Negative
463,Unhein England mein hone wale London Open aur Malaysia mein hone wale Royal Cup ka title jeetne ka ezaz bhi hasil hai,Positive
464,itne pyar se kahe g to koi pilaye ga b nhi 😂😂😂,Negative
465,Teri battery lakho saal chale ,Positive
466,Lanat musharf per,Negative
467,Har waqt giley shikwey karne walon se mujhe koi hamdardi nahi.,Negative
468,PM Ki Hidayat K Bawajood Kai Elaaqo Me Awam Doosri Sehree Bhi Andheray Me Kerne Pr Majboor ,Negative
469,Bohat se khush haal afraad ne 7 - 8 saal ke bachon ko gharelo mulazim rakha hua hai.,Negative
470,6 mahene bad jab mujhe qanon ke shube mein amli tor par ane ki ijazat mil gayi to January 1963 mein meri enrolment hoi aur is ke bad main ne phir kabhi palat kar nahi dekha.,Positive
471,Mery liye be khas dua,Positive
472,salam hazrat sahab duao mai yad rakhye ga,Positive
473,Jis ka in ke zehan par kafi bura asar parha aur agle he saal inho ne taleem ko kher bad keh diya  us waqt wo high school ke talib e ilm the,Negative
474,Yahan bohat mutmaiyn hon,Positive
475,Peshawar walon ka to jeena haram kar dya hai without planning metro banany jarhy ho . Un k 7 hamara kya kam kpk k liye ap ny kya keya . Apna ghar smbhala nhi jata to dosro ko point out na kry wo apny amal ky jawab deh hain ap apny amal k. Allah sb ko hidayat dy. Ameen,Negative
476,Allah hamain tasbih khany me ana nasib ho Ameen,Positive
477, Vespa scoter se CID ke head quarter mein Prado par aane wale Chaudhry Aslam ne zindagi ke bohat se nasheeb o faraz dekhe,Positive
478,Shah Faisal Clny No 3 Me Safai K Naqis Intizamat Sewerage Ka Pani Kai Maah Se Sarko Per Khara Hai Shehri Govt Ka Amla Gayab Hai,Negative
479,Razia Sheer Khan: Main Pakistan ki international athlete Shazia Khan se bohat mutasir hun,Positive
480,pta nai nwaz zrdari bhutto sbko india kyn itne pasand hein rehte pakistan m khate pakistan ka baki sb india ka,Negative
481,"Pedal bag main dal kr, Khuwaar Sahab ne mazeed khuwaar honay Samad sahab k ghar janay ki thani.",Negative
482,"�EEE€�EEE Jab Muhammad Hasan Askari ne ye shikayat ki ke Urdu nasar ka fun zawal pazeer hai aur koi achi zuban nahi likh raha to main ne unhe Ibn-e-Safi ki jasoosi Dunya ka aik novel parhne ko diya, is ke bad wo har maah pochte the",Positive
483,Plz is kit ko koi Bhi order mat karna bhot gahtiya cheez ha na quality achi ha or na hi use or ya chalti bhi nahi ha,Negative
484,Doorian sab mita du bhaie,Positive
485,K Electric Hukkam Shehrion Per Rehem Karen ,Negative
